18,126,634,764,1132
19,27,559,119,729
33,21,380,414,652
62,35,824,639,1262
114,41,575,216,780
146,17,211,643,1118
156,74,802,160,879
163,21,317,213,465
164,4,146,401,681
179,116,490,330,733
186,82,890,1028,1544
215,228,639,828,1038
225,39,705,107,759
227,216,841,864,1374
247,46,623,181,748
275,54,466,744,924
311,94,594,557,1100
399,79,746,377,1154
421,50,933,245,1060
432,52,840,298,1036
442,33,672,209,815
459,19,336,229,492
492,90,1089,255,1229
507,152,220,983,866
631,178,573,854,1125
707,44,814,74,837
723,76,156,911,751
1003,48,603,314,791
1065,61,854,384,1110
1136,240,791,806,1279
1187,79,623,805,1157
1202,124,755,279,901
1216,117,591,668,1112
1263,61,765,873,1222
1279,70,207,863,718
1293,32,506,283,739
1306,19,430,278,601
1314,177,653,894,1302
1323,62,352,694,781
1364,81,420,799,998
1384,27,417,186,529
1406,47,752,276,953
1408,33,561,707,1025
1425,61,806,163,877
1476,158,493,504,844
1508,83,823,422,1132
1534,153,519,696,971
1542,159,788,471,1161
1565,61,725,228,824
1582,24,418,245,563
1620,108,310,950,919
1650,35,587,227,719
1729,92,425,799,994
1748,91,489,506,744
1892,12,281,686,870
2075,7,196,883,749
2081,50,233,402,512
2226,48,973,392,1242
2276,38,784,122,911
2288,33,506,125,584
2381,11,253,639,1161
2434,37,742,280,904
2440,248,540,553,903
2476,37,133,749,615
2513,35,523,150,597
2528,89,390,404,664
2644,35,733,109,812
2669,31,490,611,919
2724,29,504,326,678
2740,37,251,768,813
2766,35,574,451,849
2807,73,1002,253,1246
2869,28,506,53,527
2874,19,246,912,679
2949,84,987,319,1141
3028,81,387,714,876
3079,17,353,96,428
3110,51,654,483,951
3232,37,356,268,523
3252,36,883,740,1200
3301,56,1013,187,1100
3357,47,689,81,724
3419,96,804,754,1273
3449,41,772,604,1182
3665,51,873,335,1056
3747,181,676,568,989
3769,51,260,934,882
3770,38,624,301,829
3864,94,293,691,712
3895,13,188,762,697
4033,30,600,354,813
4034,91,475,246,661
4063,46,710,635,1158
4099,50,848,398,1113
4192,28,761,743,1101
4195,71,1086,677,1490
4294,75,491,993,1185
4396,199,545,941,1168
4462,81,1092,361,1375
4585,94,382,671,819
4592,50,908,60,918
4593,126,403,622,820
4625,32,624,59,651
4673,29,275,690,725
4682,35,795,67,819
4693,48,630,585,1061
4724,37,539,244,676
4790,12,308,663,945
4997,38,1354,376,1538
5066,25,701,27,702
5100,12,268,582,683
5142,165,635,579,1025
5143,177,654,979,1220
5225,22,517,692,920
5236,35,643,343,870
5271,17,292,744,1218
5314,66,414,790,999
5332,23,673,889,1235
5361,10,256,548,657
5380,22,595,29,600
5383,32,632,176,725
5461,28,514,329,709
5489,20,228,708,669
5496,40,597,676,1078
5520,89,434,685,925
5568,54,707,350,885
5588,70,777,498,1242
5620,35,652,63,680
5681,32,554,159,632
5692,32,561,196,702
5704,25,618,647,1268
5740,62,874,136,942
5747,24,399,409,691
5856,270,311,838,804
5913,113,154,498,638
5970,22,365,283,555
6109,47,1088,452,1597
6163,30,403,805,890
6244,147,874,451,1171
6254,57,625,207,701
6516,36,750,211,880
6520,35,522,989,1247
6544,39,663,272,774
6658,89,387,395,708
6668,46,863,405,1193
6770,49,1232,386,1626
6821,67,1002,431,1355
6822,284,542,702,1157
6853,217,365,636,838
7133,63,174,577,651
7279,24,434,351,887
7318,70,685,356,975
7384,82,916,387,1127
7418,35,600,129,670
7448,119,481,849,973
7506,37,994,41,997
7581,18,483,116,537
7629,44,751,132,841
7683,79,428,383,701
7693,92,579,885,1252
7778,50,1004,181,1114
7838,69,249,414,855
7856,21,293,135,403
7884,140,743,685,1048
7888,133,246,781,743
7939,42,517,270,745
7989,34,582,754,984
8065,44,1094,754,1609
8108,17,291,861,953
8126,123,305,913,967
8182,129,712,573,1133
8189,83,1471,155,1566
8199,73,376,300,573
8200,85,275,772,832
8204,19,332,154,439
8280,56,467,962,1028
8319,25,504,521,936
8358,27,391,36,398
8446,172,503,645,931
8465,98,426,360,675
8490,51,482,779,920
8516,24,412,270,641
8562,52,388,677,882
8578,53,918,126,978
8610,72,485,300,707
8647,109,709,671,1109
8761,50,901,69,927
8799,45,873,364,1192
8841,27,564,447,926
8937,23,607,129,687
8948,38,339,939,1048
8950,124,241,927,914
8955,44,683,155,771
9098,23,243,693,690
9216,39,792,47,799
9306,51,506,238,671
9444,71,755,184,891
9489,77,706,438,1179
9539,32,866,367,1136
9606,35,593,296,821
9628,37,635,212,751
9762,80,1115,173,1190
9842,10,355,547,1014
9893,32,531,46,542
9951,19,346,859,858
10052,23,533,804,1202
10195,25,497,112,562
10280,222,933,587,1443
10339,122,172,620,636
10532,105,570,885,1266
10634,21,394,655,682
10712,18,388,746,1108
10723,51,637,965,1248
10820,32,659,35,661
10864,42,924,456,1230
10913,31,570,135,634
10983,53,841,325,1027
11147,177,450,974,1020
11211,19,254,987,941
11275,30,321,402,656
11365,215,447,647,789
11380,67,780,436,1195
11410,70,624,739,1175
11463,130,754,468,1003
11468,24,345,148,408
11612,48,1047,664,1354
11735,42,752,73,779
11736,54,650,510,1001
11913,156,188,877,800
12249,81,648,797,1255
12275,18,318,116,390
12283,95,380,729,843
12300,45,768,893,1408
12448,44,546,874,1069
12504,48,1050,814,1610
12545,51,642,187,738
12559,45,689,129,803
12662,46,604,377,880
12851,87,778,289,961
13115,97,552,1012,1254
13156,21,356,400,585
13162,183,809,766,1391
13288,29,492,197,602
13369,63,970,393,1220
13413,70,400,381,662
13457,54,950,418,1303
13515,40,289,890,1048
13593,162,358,530,708
13610,51,1029,994,1603
13720,87,743,546,1364
13751,10,227,527,608
13884,83,555,476,887
13921,96,806,516,1166
14033,28,363,185,570
14077,31,173,845,843
14152,25,490,586,828
14178,38,752,238,886
14254,85,855,254,1110
14310,60,940,441,1222
14376,55,789,179,881
14459,118,435,665,845
14564,29,618,269,785
14821,30,181,525,600
14844,329,664,656,1045
15156,76,1315,266,1449
15169,31,334,643,1340
15170,60,566,338,748
15290,53,873,87,903
15382,31,285,660,711
15391,140,457,614,839
15418,40,684,692,1052
15455,200,725,1025,1335
15569,37,1026,48,1035
15596,104,892,502,1202
15677,101,788,271,935
15685,41,743,901,1328
15732,36,610,578,1029
15749,181,464,701,950
15774,39,649,321,896
15874,81,558,309,887
15912,38,656,55,669
16002,48,513,828,1115
16036,30,833,58,880
16038,126,511,424,806
16278,23,269,599,701
16288,437,355,819,673
16335,56,160,791,693
16449,44,759,406,982
16465,31,235,709,876
16477,19,428,310,593
16510,34,535,310,745
16543,36,634,525,1062
16612,55,109,794,717
16625,41,1141,339,1414
16688,56,638,839,1220
16857,41,676,69,696
16996,150,116,636,405
17064,35,604,93,663
17130,36,731,148,820
17171,23,364,1018,1133
17202,68,690,227,808
17239,28,607,431,1001
17383,70,953,203,1060
17436,59,1065,283,1239
17462,132,477,724,976
17528,28,571,428,831
17550,41,734,715,1220
17578,43,703,211,799
17635,89,1152,525,1527
17640,107,732,346,1041
17671,66,948,488,1278
17717,67,228,423,572
17723,18,502,38,519
17735,81,880,261,1008
17858,93,563,739,1079
17861,281,529,865,1105
18101,104,730,695,1316
18175,68,958,188,1030
18191,52,1370,87,1397
18410,27,675,239,841
18454,71,992,231,1182
18470,21,261,935,1171
18505,33,582,92,640
18535,189,722,706,1206
18573,73,709,271,893
18588,24,245,610,612
18590,53,945,69,963
18593,40,644,259,803
18645,24,620,267,912
18662,26,503,316,665
18682,38,1058,206,1302
18723,46,898,134,988
18735,31,116,904,806
18781,49,851,302,1013
18822,39,721,716,1264
18847,11,242,496,619
18998,50,813,68,830
19070,104,1174,647,1621
19160,29,358,598,883
19192,95,299,440,573
19197,34,475,338,911
19204,75,329,764,848
19221,45,924,414,1207
19253,73,1251,331,1427
19263,77,609,347,760
19276,27,556,234,759
19413,33,403,173,519
19414,52,780,753,1232
19461,36,217,988,865
19469,34,715,410,1018
19548,35,799,568,1152
19608,86,371,594,729
19632,49,711,1039,1455
19642,100,601,288,733
19649,49,853,65,870
19707,21,569,229,718
19808,70,623,850,1485
19910,149,947,441,1181
19985,36,725,126,790
19999,282,639,544,961
20021,84,584,545,900
20159,38,625,716,1210
20248,67,625,173,736
20310,41,810,246,950
20312,22,448,558,858
20324,30,394,471,750
20434,52,910,238,1076
20465,35,641,433,912
20552,33,710,492,1011
20605,40,692,86,728
20615,55,605,538,1124
20618,102,996,346,1212
20624,208,193,670,649
20791,93,1334,304,1617
20798,85,1075,389,1491
20836,33,952,283,1265
20871,157,796,625,1166
21011,17,432,355,681
21099,103,1186,311,1379
21153,141,344,748,792
21169,86,498,295,658
21382,94,169,776,755
21446,328,126,783,595
21454,167,289,980,1012
21540,148,764,825,1434
21545,234,562,771,999
21579,46,1208,207,1328
21593,65,828,353,1056
21618,48,682,162,778
21621,71,729,461,1066
21720,36,567,118,649
21769,198,514,637,1185
21818,44,874,229,990
21830,56,682,131,745
21927,44,406,786,990
21960,177,651,742,1017
21977,18,386,54,417
22053,55,190,771,776
22103,42,1195,449,1487
22107,39,530,271,649
22118,30,400,678,1186
22168,57,312,614,740
22206,111,751,670,1287
22378,85,686,904,1239
22412,32,870,645,1222
22572,51,999,198,1159
22599,56,1162,426,1637
22657,60,531,820,1340
22679,36,399,741,891
22681,43,306,502,697
22771,47,249,818,789
22822,48,762,422,1009
22865,6,97,894,769
22886,49,1315,405,1552
22928,40,1167,781,1677
23003,22,431,122,505
23012,44,388,497,781
23018,43,1100,253,1264
23078,101,409,382,677
23164,52,419,275,602
23225,91,1083,257,1253
23237,43,702,308,876
23357,64,231,366,557
23358,35,734,438,1226
23395,47,195,837,745
23404,27,239,903,835
23444,66,404,425,690
23477,63,982,214,1085
23528,40,875,532,1178
23531,25,349,710,947
23731,35,336,163,434
23811,160,560,857,1066
23911,28,407,324,641
24081,51,927,256,1148
24143,44,714,590,1124
24173,78,476,649,881
24247,129,461,871,841
24260,73,812,156,885
24266,32,759,295,939
24267,28,617,109,671
24349,37,687,408,926
24505,65,716,759,1335
24532,24,369,242,468
24538,54,1516,113,1574
24552,47,340,506,634
24587,31,674,255,773
24633,151,918,892,1441
24639,39,632,385,863
24672,31,583,673,1202
24861,108,475,640,1013
24873,65,431,612,1236
24880,48,769,359,943
24919,39,661,355,892
24928,47,845,106,880
25034,299,566,793,1021
25046,48,676,116,731
25083,64,465,600,847
25130,33,666,300,836
25296,216,317,693,753
25331,16,248,227,387
25351,44,1173,387,1366
25405,223,206,600,656
25426,39,384,835,924
25430,180,304,530,692
25476,40,801,136,878
25482,31,394,299,577
25513,30,753,219,884
25720,51,416,249,595
25739,40,511,753,990
25757,382,322,916,789
25856,110,805,667,1222
25875,39,531,171,647
25997,29,527,238,700
26008,56,564,354,771
26121,36,327,448,623
26192,19,354,163,450
26394,28,399,400,686
26427,63,437,631,1204
26645,56,437,832,966
26896,49,720,937,1309
26923,80,748,800,1329
26948,136,468,463,692
27003,29,595,439,878
27029,104,555,785,1047
27094,156,845,597,1097
27172,42,879,63,893
27193,43,602,688,988
27230,167,132,942,845
27242,36,782,524,1186
27338,40,927,799,1472
27347,43,659,78,682
27402,124,721,663,1053
27602,31,374,509,700
27608,55,873,152,948
27665,43,354,255,609
27685,97,105,998,659
27742,9,237,586,710
27833,23,382,877,925
27918,9,180,756,734
27957,151,687,518,913
27986,48,622,235,776
28007,36,550,317,799
28010,45,932,133,998
28072,50,854,75,871
28128,58,982,764,1584
28153,92,269,420,580
28171,23,463,380,766
28177,92,1143,523,1500
28208,17,354,334,566
28239,164,898,578,1291
28275,34,444,870,1022
28416,31,537,751,1069
28493,90,436,508,791
28516,163,162,718,691
28577,100,687,410,962
28619,42,779,607,1138
28694,90,403,600,765
28770,56,879,706,1542
28809,68,813,661,1355
28850,44,369,421,605
28946,49,391,991,1083
29009,101,195,755,660
29084,32,390,191,553
29098,91,862,424,1113
29169,31,773,608,1153
29271,135,635,393,816
29284,50,1370,59,1380
29285,73,914,121,942
29298,34,407,210,658
29476,43,977,450,1266
29504,80,824,529,1262
29674,39,666,201,874
29675,34,550,343,850
29743,44,519,532,936
29774,32,481,119,571
29814,29,512,356,819
29822,20,294,597,1001
29828,77,1125,156,1213
29961,24,450,163,629
29976,67,393,139,491
30098,60,904,345,1142
30300,111,518,953,1144
30482,172,845,588,1265
30498,21,430,258,559
30500,65,361,166,430
30503,38,271,503,670
30546,47,1129,382,1341
30633,74,1297,628,1724
30679,40,633,142,768
30745,23,480,329,687
30777,111,1210,313,1426
30883,60,579,724,1122
30907,142,538,353,744
30913,50,692,270,921
30935,167,460,700,889
31011,65,667,880,1111
31040,45,750,141,818
31194,53,595,602,1164
31294,63,892,263,1093
31313,35,432,396,732
31363,38,283,241,432
31420,26,711,514,1072
31435,63,1062,267,1269
31453,37,719,189,912
31479,18,510,699,1124
31746,43,778,862,1423
31791,262,696,623,1123
31794,40,517,937,1080
31808,102,225,837,785
31954,251,783,954,1229
32082,40,414,262,584
32086,21,426,90,534
32102,155,681,437,930
32171,221,427,776,910
32282,41,630,127,679
32323,88,746,323,948
32394,45,569,617,879
32525,60,914,495,1158
32588,85,507,709,987
32636,59,707,250,913
32736,19,377,425,639
32812,54,1383,119,1438
32920,48,1013,246,1265
32958,40,730,354,960
33016,28,558,443,977
33086,79,937,557,1273
33138,61,423,874,1114
33144,52,817,188,933
33300,387,391,992,1258
33435,17,195,929,900
33560,54,850,107,890
33605,292,541,691,906
33736,42,837,221,946
33746,112,803,522,1104
33868,144,283,494,555
33873,109,823,792,1382
33972,52,540,706,976
33980,49,720,184,809
34000,78,893,113,939
34085,303,632,530,1008
34122,209,317,590,683
34143,59,587,571,960
34284,35,636,816,1215
34340,46,677,436,1002
34455,42,351,451,683
34465,42,312,700,782
34471,50,736,624,1097
34483,56,1182,691,1611
34652,118,882,658,1516
34655,52,1314,283,1466
34796,42,430,242,533
34804,85,640,273,766
34958,190,201,684,673
35020,85,192,498,708
35021,42,439,116,494
35110,62,999,619,1815
35118,52,661,509,957
35128,28,466,106,516
35227,15,667,766,1240
35307,17,316,296,610
35512,33,938,208,1116
35514,28,461,109,515
35544,26,565,406,826
35660,13,249,518,583
35682,54,1477,73,1492
35685,85,184,963,789
35695,55,461,470,806
35966,42,586,958,1253
35973,87,914,128,978
35978,51,630,535,916
